,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-40995.6,3.68152,124.499,123.802,-41196.0,-40998.1,-40786.7,1151.48,1693.14,1.37699,1.00129
beta_tau[1],0.36014,0.000346385,0.0263754,0.0265146,0.317029,0.359906,0.403445,5879.76,3008.1,7.03131,0.999395
beta_tau[2],0.417875,0.00122724,0.0886617,0.0900913,0.271964,0.416174,0.564989,5277.71,2988.34,6.31134,1.001
beta_tau[3],0.116617,0.000550173,0.0366064,0.0380579,0.0574309,0.116906,0.178057,4421.29,2811.19,5.28719,1.00229
beta_tau[4],0.0655601,0.000825969,0.0560525,0.0569855,-0.0248317,0.0653182,0.155976,4630.36,2796.83,5.53721,0.999577
beta_tau[5],0.128278,0.00106132,0.0795233,0.081275,-0.00156352,0.129285,0.258322,5680.04,2818.49,6.79247,1.00285
beta_tau[6],0.331609,0.000857686,0.0580402,0.0563949,0.236787,0.332148,0.426938,4664.56,2587.44,5.5781,1.00245
beta_tau[7],0.0192303,0.0011822,0.0897905,0.0910545,-0.125298,0.0183716,0.169847,5794.16,3066.1,6.92894,0.999708
beta_tau[8],0.126171,0.000537085,0.0388301,0.0385716,0.061816,0.126598,0.189323,5276.73,2749.98,6.31017,1.00099
beta_tau[9],0.569999,0.000653716,0.0497937,0.0495105,0.488991,0.569631,0.652008,5843.92,2823.77,6.98844,1.00151
beta_tau[10],-0.0939796,0.00123803,0.0999684,0.0958105,-0.257021,-0.0952691,0.0730493,6584.9,2913.08,7.87455,1.00297
beta_tau[11],0.200308,0.000889926,0.065941,0.0657368,0.0927738,0.200125,0.309833,5486.99,2834.06,6.56162,1.00184
beta_tau[12],0.721079,0.00619225,0.437271,0.421706,0.0149266,0.711274,1.44304,5072.68,2520.34,6.06615,1.00139
beta_tau[13],0.175401,0.0031575,0.234889,0.231801,-0.205029,0.174458,0.558014,5618.78,2888.69,6.71921,1.00165
beta_tau[14],0.48274,0.000981202,0.0755158,0.0754434,0.358639,0.482478,0.610777,5941.2,2432.08,7.10478,1.00583
beta_tau[15],0.222086,0.00268402,0.18287,0.185459,-0.0750377,0.224101,0.517957,4647.04,2392.41,5.55716,0.999649
beta_tau[16],0.43437,0.00436601,0.316285,0.316467,-0.0742894,0.43031,0.953649,5283.81,2786.39,6.31863,1.00382
beta_tau[17],0.0235292,0.00211734,0.15212,0.151892,-0.226995,0.0210163,0.273215,5189.11,2879.69,6.20539,1.00149
beta_tau[18],0.875113,0.000439855,0.0308473,0.0318951,0.824364,0.876188,0.925599,4954.21,2791.08,5.92448,1.00102
beta_tau[19],0.242526,0.000680578,0.0529207,0.05523,0.155856,0.242613,0.32927,6151.02,3189.79,7.35569,1.00214
beta_tau[20],0.217734,0.00221876,0.164435,0.160241,-0.0467409,0.214509,0.48939,5536.04,2529.69,6.62027,1.00014
beta_tau[21],1.40181,0.00510529,0.374504,0.370059,0.799394,1.39183,2.03917,5512.73,2825.92,6.5924,1.00044
beta_tau[22],0.379945,0.000628937,0.0461528,0.0445154,0.304025,0.379978,0.457992,5432.05,2838.34,6.49591,1.00193
beta_tau[23],0.421843,0.00141911,0.112672,0.115072,0.237394,0.419602,0.610782,6385.73,2605.67,7.63637,1.00015
beta_tau[24],0.0133744,0.0011931,0.0833792,0.0843081,-0.122301,0.0146195,0.150673,4917.31,2672.44,5.88036,1.00163
beta_tau[25],0.226167,0.00610549,0.430173,0.420353,-0.485766,0.219974,0.934868,5013.65,2654.34,5.99557,1.00031
beta_tau[26],0.156133,0.00318838,0.229691,0.229104,-0.208359,0.153649,0.540659,5217.27,3243.83,6.23906,1.001
beta_tau[27],0.927701,0.00214754,0.155724,0.154732,0.6809,0.922198,1.18356,5319.42,2557.82,6.36122,1.00183
beta_tau[28],1.04039,0.00906217,0.69075,0.670962,-0.0799096,1.02815,2.20279,5884.46,2671.6,7.03692,1.00357
beta_tau[29],0.492013,0.00180339,0.133054,0.130112,0.275384,0.489713,0.712,5480.97,2929.21,6.55442,1.00408
beta_tau[30],0.197185,0.000889583,0.0636836,0.0639988,0.0925341,0.196972,0.30184,5036.51,2972.45,6.02291,1.0004
beta_tau[31],0.872517,0.00145858,0.10865,0.108899,0.69739,0.870905,1.05035,5646.07,2449.02,6.75184,1.00277
beta_tau[32],0.414064,0.00106242,0.0703422,0.0700588,0.299855,0.413543,0.530618,4423.31,2313.68,5.28961,1.00062
beta_tau[33],0.533061,0.0076025,0.557102,0.53753,-0.352929,0.515908,1.48615,5464.5,2586.22,6.53472,1.00191
beta_tau[34],0.520639,0.0022528,0.164597,0.165088,0.248203,0.520647,0.795529,5347.08,2868.63,6.3943,0.999636
beta_tau[35],-0.0593918,0.000864407,0.0652788,0.0662589,-0.166649,-0.0594428,0.046301,5716.75,2697.28,6.83637,1.00053
beta_tau[36],0.36478,0.00304814,0.226781,0.225867,-0.00324778,0.362322,0.729833,5569.28,2888.23,6.66002,1.00023
beta_tau[37],0.29089,0.00125183,0.092132,0.0920435,0.13924,0.291361,0.444465,5463.26,2531.5,6.53324,1.00088
beta_tau[38],0.0965907,0.00109027,0.0769933,0.0780898,-0.0277899,0.0971644,0.222451,4996.06,2969.25,5.97453,1.00094
beta_tau[39],0.258819,0.00446794,0.332269,0.335626,-0.283387,0.260271,0.801311,5542.32,3162.17,6.62777,1.00164
beta_tau[40],0.56197,0.00161365,0.102661,0.102607,0.392875,0.562095,0.730827,4222.8,2808.83,5.04983,1.00118
beta_tau[41],-0.0338359,0.00699476,0.491593,0.489915,-0.845408,-0.0336022,0.753728,4989.69,2624.0,5.96692,1.00454
beta_tau[42],0.847779,0.00320853,0.222958,0.227474,0.486831,0.851827,1.2204,4873.58,2417.78,5.82806,1.00093
beta_tau[43],9.23213e-05,0.00216729,0.149983,0.148341,-0.240317,-0.00133834,0.248739,4791.79,2790.39,5.73026,1.0004
beta_tau[44],0.336414,0.00249974,0.184253,0.184553,0.0376957,0.338065,0.646646,5586.36,2374.51,6.68045,1.00019
beta_tau[45],-0.220724,0.0031081,0.233186,0.236475,-0.598903,-0.22056,0.161391,5616.6,2785.2,6.7166,1.00269
beta_tau[46],0.0344691,0.00127745,0.0928018,0.0904259,-0.120137,0.0343386,0.186552,5289.0,2608.84,6.32485,1.00004
beta_tau[47],0.378643,0.00120416,0.0842044,0.0845021,0.242178,0.379071,0.514801,4975.34,2607.62,5.94976,1.00322
alpha_user_raw[1],-0.506274,0.00908799,0.660729,0.661684,-1.61078,-0.502065,0.561707,5334.76,2588.28,6.37957,1.00146
alpha_user_raw[2],0.233801,0.0129153,0.962019,0.9682,-1.31115,0.226963,1.83367,5559.73,2682.18,6.6486,1.00267
alpha_user_raw[3],-0.0378561,0.0130441,0.916583,0.891784,-1.5607,-0.0297111,1.49618,5103.14,2667.28,6.10259,1.00115
alpha_user_raw[4],0.175056,0.0121503,0.9032,0.894093,-1.28125,0.178166,1.66535,5579.96,2641.92,6.67279,1.00085
alpha_user_raw[5],0.216418,0.0128652,0.980105,0.978385,-1.36813,0.217474,1.86362,5799.76,2766.71,6.93563,1.00036
alpha_user_raw[6],0.409836,0.012236,0.874347,0.868491,-1.01547,0.405244,1.85122,5164.76,2046.0,6.17627,1.00151
alpha_user_raw[7],0.279233,0.013094,0.955572,0.928626,-1.30929,0.285758,1.86395,5441.97,2488.64,6.50778,1.00213
alpha_user_raw[8],-0.232358,0.0126943,0.992113,1.00759,-1.85136,-0.237545,1.39742,6180.05,2500.99,7.39041,1.00042
alpha_user_raw[9],-0.239976,0.0131205,0.978409,1.0014,-1.87673,-0.227049,1.35015,5610.73,2784.04,6.70958,1.00039
alpha_user_raw[10],-0.436406,0.0127407,0.919046,0.908088,-1.93276,-0.441667,1.08626,5263.11,2558.26,6.29389,1.00205
alpha_user_raw[11],0.212149,0.0129702,0.965046,0.9804,-1.38554,0.211295,1.80601,5601.69,2731.18,6.69877,1.00064
alpha_user_raw[12],0.769079,0.0115793,0.918793,0.933613,-0.744597,0.775898,2.26895,6323.49,2607.25,7.56194,1.00143
alpha_user_raw[13],0.207073,0.0137072,0.998612,0.995309,-1.43861,0.222955,1.86005,5659.81,2529.59,6.76828,0.999704
alpha_user_raw[14],-0.230314,0.0129269,0.940471,0.938532,-1.78003,-0.233161,1.33853,5322.95,2923.35,6.36544,1.00171
alpha_user_raw[15],-0.13418,0.0123688,0.864119,0.885581,-1.55075,-0.129366,1.28357,4966.41,2842.21,5.93908,1.00096
alpha_user_raw[16],-0.254306,0.0137394,1.01645,1.00113,-1.9174,-0.268428,1.41813,5556.66,2373.7,6.64492,1.00069
alpha_user_raw[17],0.388784,0.0133022,0.964427,0.941756,-1.18471,0.387208,1.98608,5251.82,2736.62,6.28038,1.0015
alpha_user_raw[18],0.430106,0.0124534,0.924571,0.906343,-1.08994,0.425612,1.97956,5573.73,2679.61,6.66533,1.00108
alpha_user_raw[19],-0.257036,0.0138736,1.03045,0.968852,-1.98927,-0.23172,1.42908,5545.96,2259.35,6.63213,1.00221
alpha_user_raw[20],0.0125932,0.012316,0.920732,0.934403,-1.48872,0.0076032,1.54694,5639.08,2928.91,6.74349,1.00068
alpha_user_raw[21],0.0792768,0.0127744,1.00439,0.972276,-1.55587,0.0696852,1.73771,6281.77,2590.29,7.51204,1.00309
alpha_user_raw[22],0.232087,0.0122573,0.974652,0.984093,-1.36152,0.24957,1.79713,6304.24,2398.73,7.53892,1.00125
alpha_user_raw[23],-0.947876,0.00251327,0.176817,0.177243,-1.24808,-0.944248,-0.663228,5023.62,2495.59,6.00749,1.00041
alpha_user_raw[24],-0.302078,0.0130436,0.978164,0.997387,-1.89092,-0.310782,1.29836,5695.97,2477.27,6.81152,1.00086
alpha_user_raw[25],0.216476,0.013333,0.986287,0.986691,-1.40161,0.2194,1.84057,5485.1,2449.65,6.55935,1.00044
alpha_user_raw[26],-0.452303,0.0122691,0.930176,0.930626,-1.96409,-0.438911,1.04608,5805.02,2851.61,6.94193,1.00096
alpha_user_raw[27],-0.293053,0.0116386,0.884136,0.915073,-1.74257,-0.316672,1.17285,5823.21,3209.4,6.96368,1.00261
alpha_user_raw[28],-1.05199,0.0107798,0.782243,0.784311,-2.30565,-1.05449,0.224022,5318.16,2538.43,6.35971,0.99981
alpha_user_raw[29],0.145922,0.0112878,0.861944,0.874109,-1.22058,0.1408,1.57763,5840.6,2865.52,6.98447,1.00166
alpha_user_raw[30],-0.123008,0.0106457,0.802663,0.778819,-1.47653,-0.122809,1.21539,5649.51,2586.28,6.75596,0.99982
alpha_user_raw[31],0.0753752,0.0118217,0.967365,0.976022,-1.54299,0.0950841,1.62713,6779.88,2689.64,8.10771,1.00189
alpha_user_raw[32],-0.17133,0.011348,0.892261,0.913952,-1.6257,-0.163515,1.30467,6294.68,2852.55,7.52748,0.999705
alpha_user_raw[33],-0.725948,0.010595,0.809447,0.797725,-2.0917,-0.7202,0.600229,5911.73,2678.35,7.06954,1.00327
alpha_user_raw[34],-1.04757,0.00889992,0.703641,0.697518,-2.19923,-1.05092,0.0960888,6356.35,2279.67,7.60123,1.00096
alpha_user_raw[35],-0.47996,0.00437247,0.338254,0.346588,-1.03968,-0.475981,0.067296,6074.24,2688.46,7.26388,1.00058
alpha_user_raw[36],-0.228144,0.0120919,0.909687,0.896081,-1.71745,-0.229008,1.26897,5746.31,2707.72,6.87172,1.00334
alpha_user_raw[37],-0.615329,0.0112136,0.916775,0.928634,-2.09281,-0.611484,0.853394,6802.84,2485.12,8.13517,1.00011
alpha_user_raw[38],-1.99008,0.00594516,0.453408,0.455789,-2.74292,-1.98168,-1.26766,5934.39,2597.83,7.09663,1.0
alpha_user_raw[39],-0.693448,0.010442,0.797295,0.773708,-2.01526,-0.687318,0.630819,5842.92,2750.21,6.98724,1.00033
alpha_user_raw[40],-0.184192,0.0138111,0.974094,0.992756,-1.75118,-0.182169,1.45122,4965.75,2847.87,5.93829,1.00236
alpha_user_raw[41],0.152638,0.00910888,0.693715,0.675556,-0.99007,0.149232,1.33221,5869.06,2575.49,7.01851,1.00123
alpha_user_raw[42],-0.444858,0.012495,0.914519,0.874785,-1.9793,-0.446347,1.05088,5379.72,2655.22,6.43333,1.00012
alpha_user_raw[43],0.429713,0.0142826,0.992904,1.02829,-1.17364,0.415179,2.08761,4969.46,2489.14,5.94273,1.00045
alpha_user_raw[44],0.228321,0.0138177,0.953905,0.958602,-1.33716,0.224765,1.7859,4765.16,2673.3,5.69841,1.00092
alpha_user_raw[45],0.224317,0.0132935,0.983966,0.992719,-1.39562,0.22185,1.84193,5480.03,2776.67,6.55329,1.00209
alpha_user_raw[46],0.595525,0.0124862,0.904033,0.856394,-0.916362,0.605287,2.09799,5288.64,2527.9,6.32442,1.00093
alpha_user_raw[47],0.238182,0.0129826,0.980407,0.989115,-1.35966,0.238636,1.86516,5737.08,3185.08,6.86069,0.999774
alpha_user_raw[48],0.388026,0.0126096,0.937247,0.941779,-1.16183,0.394952,1.9273,5494.92,2860.25,6.57109,1.00075
alpha_user_raw[49],-0.417147,0.0124652,0.887047,0.869647,-1.8727,-0.417106,1.06388,5139.2,2779.34,6.14571,1.00118
alpha_user_raw[50],0.207258,0.0131633,0.978564,0.968598,-1.39974,0.211246,1.79254,5549.16,2752.62,6.63596,1.00168
alpha_user_raw[51],0.430489,0.0129433,0.936319,0.941463,-1.13389,0.43026,1.96054,5339.15,3063.27,6.38481,1.00087
alpha_user_raw[52],0.353391,0.012306,0.967812,0.994612,-1.20637,0.336111,1.94646,6300.99,2995.72,7.53504,1.00002
alpha_user_raw[53],-0.341065,0.0113054,0.85142,0.842645,-1.72217,-0.352661,1.10257,5711.67,2381.67,6.83029,1.00291
alpha_user_raw[54],-0.0126277,0.0136768,0.989468,0.947491,-1.59906,-0.0239415,1.58914,5222.81,2345.29,6.24569,1.0013
alpha_user_raw[55],0.367139,0.0132406,0.862456,0.865442,-1.0322,0.372388,1.78189,4269.04,2977.79,5.10513,1.00067
alpha_user_raw[56],-0.227052,0.0130727,0.971107,0.963864,-1.85445,-0.226,1.34688,5590.94,2953.18,6.68592,1.00088
alpha_user_raw[57],-0.215488,0.0133315,0.959832,0.96428,-1.82394,-0.219129,1.36853,5252.47,2902.58,6.28116,1.00135
alpha_user_raw[58],-0.464736,0.0132224,0.959912,0.958907,-2.02888,-0.471027,1.10972,5310.75,2768.67,6.35085,1.0023
alpha_user_raw[59],-0.23122,0.0128425,0.952794,0.951689,-1.81536,-0.228079,1.31822,5644.98,2601.34,6.75055,1.00033
alpha_user_raw[60],-0.203943,0.0120431,0.957331,0.942475,-1.76172,-0.200687,1.36341,6386.0,2676.48,7.6367,1.00178
alpha_user_raw[61],0.373668,0.0132834,0.972178,0.995576,-1.22633,0.358567,1.97138,5412.1,2305.09,6.47206,1.00008
alpha_user_raw[62],-0.101938,0.0133199,0.96014,0.970159,-1.69014,-0.102203,1.49031,5328.83,2884.74,6.37248,1.00085
alpha_user_raw[63],-0.155122,0.0127774,0.909702,0.898522,-1.67435,-0.161312,1.33683,5130.71,2682.89,6.13555,1.00193
alpha_user_raw[64],-0.591225,0.0125047,0.929479,0.913771,-2.11825,-0.583125,0.928502,5529.05,2176.03,6.61191,1.00045
alpha_user_raw[65],-0.203334,0.0128028,0.981445,0.985252,-1.86506,-0.199138,1.41623,5946.25,2966.13,7.11081,1.00099
alpha_user_raw[66],0.232979,0.0126028,0.973443,0.976754,-1.39891,0.235007,1.82337,6033.31,2632.32,7.21493,0.999783
alpha_user_raw[67],0.297043,0.0131613,0.99371,0.977315,-1.3181,0.302247,1.91285,5765.58,2425.38,6.89476,1.0036
alpha_user_raw[68],0.154614,0.0131226,0.961592,0.952429,-1.41364,0.140011,1.74076,5374.89,2718.84,6.42756,1.00315
alpha_user_raw[69],-0.245025,0.0140025,0.96352,0.933361,-1.89496,-0.239871,1.36825,4750.96,3051.37,5.68142,1.00205
alpha_user_raw[70],0.313456,0.0111518,0.858292,0.837843,-1.14595,0.338774,1.74059,5959.59,2702.51,7.12677,1.00096
alpha_user_raw[71],-0.654774,0.0111059,0.80814,0.814799,-1.9917,-0.660779,0.689879,5379.82,2439.3,6.43345,1.00262
alpha_user_raw[72],-0.796445,0.0127995,0.920084,0.899005,-2.33555,-0.787895,0.671289,5174.67,2885.05,6.18813,1.0031
alpha_user_raw[73],0.798062,0.0116256,0.910005,0.909124,-0.700461,0.79037,2.30537,6204.77,2429.41,7.41997,1.00023
alpha_user_raw[74],0.207381,0.012675,0.960745,0.922223,-1.35096,0.189849,1.79378,5803.98,2627.85,6.94068,1.00033
alpha_user_raw[75],0.125531,0.0115683,0.836484,0.82397,-1.25499,0.120492,1.50772,5288.83,2748.96,6.32464,1.001
alpha_user_raw[76],-0.223706,0.0141561,0.968419,0.981378,-1.86926,-0.2133,1.3687,4838.89,2649.65,5.78658,1.00078
alpha_user_raw[77],-0.232658,0.0124246,0.953654,0.95982,-1.82878,-0.237538,1.33331,5906.43,2827.41,7.0632,0.999549
alpha_user_raw[78],-0.176828,0.0128623,0.95922,0.934428,-1.78141,-0.168738,1.4175,5579.96,2859.53,6.67279,0.999727
alpha_user_raw[79],-0.431262,0.0129166,0.952003,0.928507,-1.97051,-0.441843,1.1192,5421.08,2655.83,6.4828,1.00077
alpha_user_raw[80],-1.00243,0.0110795,0.797993,0.775505,-2.31811,-0.997896,0.310771,5186.36,2405.21,6.2021,1.00147
alpha_user_raw[81],-0.242601,0.0133981,0.996533,0.960374,-1.9009,-0.252211,1.38001,5576.62,2594.88,6.6688,1.00218
alpha_user_raw[82],0.273121,0.0126303,0.960059,0.961676,-1.30285,0.277279,1.86244,5879.35,2673.48,7.03081,1.00114
alpha_user_raw[83],0.285517,0.0146838,0.970628,0.979118,-1.30061,0.278228,1.87703,4427.02,2934.65,5.29404,1.00262
alpha_user_raw[84],-0.222274,0.0127616,0.976182,0.98216,-1.83149,-0.237608,1.36608,6055.84,2287.94,7.24187,1.0009
alpha_user_raw[85],0.37965,0.0125129,0.975133,0.948685,-1.2745,0.401071,2.02414,6093.75,2712.64,7.28721,1.00412
alpha_user_raw[86],-0.245561,0.0136853,0.991057,0.996067,-1.89206,-0.252873,1.39319,5315.0,2751.83,6.35593,1.00056
alpha_user_raw[87],0.0719065,0.0119201,0.959276,0.934251,-1.49068,0.0714265,1.64104,6542.75,2695.7,7.82415,1.00239
alpha_user_raw[88],0.227072,0.0133011,0.989721,0.993955,-1.42693,0.223401,1.87127,5582.84,2554.31,6.67623,0.999585
alpha_user_raw[89],-0.875261,0.0103732,0.688676,0.680962,-2.00984,-0.857546,0.272329,4515.19,2771.55,5.39949,1.00097
alpha_user_raw[90],-0.223576,0.0129793,0.975832,0.982395,-1.82654,-0.211996,1.37283,5754.36,2651.69,6.88135,1.00119
alpha_user_raw[91],0.202873,0.007033,0.497843,0.474985,-0.614626,0.195542,1.05283,5055.75,2459.05,6.04592,1.0005
alpha_user_raw[92],0.0156615,0.0121555,0.822988,0.81273,-1.32851,0.0212467,1.35033,4632.91,2518.55,5.54026,1.00134
alpha_user_raw[93],0.289134,0.0127291,0.926776,0.948144,-1.23783,0.287842,1.77176,5585.71,2594.23,6.67966,1.0007
alpha_user_raw[94],0.241004,0.0119671,0.995569,1.01106,-1.40915,0.249153,1.88601,7094.75,2829.56,8.48424,1.00301
alpha_user_raw[95],0.379867,0.0102076,0.791968,0.769872,-0.890364,0.384703,1.68573,6083.82,2327.42,7.27533,1.00168
alpha_user_raw[96],-0.0924261,0.00912914,0.644525,0.617421,-1.15395,-0.0905525,0.975732,5011.79,2566.19,5.99334,1.00428
alpha_user_raw[97],0.733557,0.012205,0.858159,0.862335,-0.677823,0.744971,2.17523,4990.22,2853.94,5.96755,0.999823
alpha_user_raw[98],-0.213652,0.0119192,0.956249,0.961229,-1.77461,-0.219893,1.36074,6522.49,2474.08,7.79991,1.00393
alpha_user_raw[99],0.180242,0.013132,0.9879,0.946353,-1.46264,0.176376,1.82309,5769.64,2806.61,6.89962,1.00063
alpha_user_raw[100],0.0153469,0.0135681,0.943198,0.930327,-1.55969,0.0163944,1.56285,4887.49,2789.78,5.8447,1.00159
alpha_user_raw[101],0.381939,0.0124316,0.892155,0.892643,-1.07174,0.38316,1.84889,5188.43,2510.14,6.20458,1.00042
alpha_user_raw[102],0.429503,0.0133417,0.936718,0.930112,-1.10466,0.417751,1.94241,4984.95,2505.43,5.96125,1.0001
alpha_user_raw[103],-0.240989,0.012934,0.989492,0.990976,-1.84557,-0.243813,1.41679,5885.22,2889.57,7.03783,1.0021
alpha_user_raw[104],-0.517632,0.0109806,0.866241,0.857736,-1.92272,-0.514742,0.923503,6236.78,2736.57,7.45825,1.00133
alpha_user_raw[105],-0.243646,0.0146518,0.980957,1.00926,-1.84399,-0.226928,1.31095,4563.6,2762.93,5.45737,0.999918
alpha_user_raw[106],0.787527,0.00986152,0.73138,0.731814,-0.418452,0.783694,1.99335,5548.33,2816.94,6.63496,1.00269
alpha_user_raw[107],0.250816,0.012988,0.946905,0.954416,-1.31179,0.240186,1.79329,5403.87,2564.06,6.46222,1.00163
alpha_user_raw[108],0.190533,0.012811,0.954146,0.945664,-1.38887,0.200137,1.75523,5671.93,2851.82,6.78277,1.00187
alpha_user_raw[109],0.103966,0.0135574,0.985427,0.974229,-1.47773,0.0901916,1.71793,5311.76,2807.85,6.35206,1.00033
alpha_user_raw[110],-0.0592539,0.0113593,0.841883,0.827822,-1.46838,-0.0368912,1.33421,5504.21,2664.46,6.5822,1.00296
alpha_user_raw[111],-0.0224553,0.0114829,0.893689,0.891926,-1.4898,-0.0224853,1.44036,6114.38,2674.84,7.31187,1.0011
alpha_user_raw[112],-0.3396,0.0128604,0.96398,0.95547,-1.93716,-0.332335,1.25187,5454.84,2893.37,6.52317,1.00154
alpha_user_raw[113],0.245589,0.0139163,0.988515,0.965425,-1.34561,0.237476,1.86927,5088.15,2552.7,6.08466,1.00243
alpha_user_raw[114],0.0993627,0.0125987,0.935069,0.929281,-1.43852,0.0894142,1.65528,5544.5,2609.91,6.63038,0.999997
alpha_user_raw[115],-0.0185796,0.0119057,0.896016,0.893007,-1.49746,-0.0166686,1.46759,5684.83,2338.21,6.7982,1.00124
alpha_user_raw[116],-0.431426,0.0102795,0.736644,0.746165,-1.64988,-0.435257,0.758845,5175.24,2527.4,6.18881,1.0011
alpha_user_raw[117],-0.38685,0.0125938,0.925933,0.931641,-1.89011,-0.402988,1.17962,5400.65,2882.37,6.45836,0.999377
alpha_user_raw[118],0.212492,0.0129783,0.974843,0.933516,-1.41469,0.219155,1.79771,5677.89,2379.82,6.7899,1.00077
alpha_user_raw[119],-0.457573,0.0117039,0.936486,0.927492,-2.00294,-0.451198,1.09552,6418.29,2618.74,7.6753,1.0001
alpha_user_raw[120],-0.283361,0.0131503,0.960925,0.951304,-1.84383,-0.286802,1.29991,5439.31,2502.36,6.50459,1.00332
alpha_user_raw[121],0.180184,0.0130913,0.953069,0.919797,-1.37702,0.172846,1.73373,5385.2,2425.29,6.43989,1.00099
alpha_user_raw[122],0.262768,0.0129796,0.97532,0.985565,-1.34673,0.270121,1.87694,5704.49,2870.85,6.82171,1.00065
alpha_user_raw[123],0.204235,0.0132391,1.00497,1.01607,-1.47035,0.201981,1.88516,5921.48,2624.25,7.08119,1.00072
alpha_user_raw[124],-0.43154,0.0133712,0.92849,0.911431,-1.97315,-0.408226,1.09212,4855.11,2963.03,5.80598,0.999329
alpha_user_raw[125],0.202978,0.012113,0.973555,0.981492,-1.38952,0.213628,1.79488,6523.54,2827.26,7.80116,1.0008
alpha_user_raw[126],-0.231863,0.0133555,0.971633,0.935997,-1.83585,-0.210974,1.38914,5320.46,2726.75,6.36246,1.00015
alpha_user_raw[127],0.216429,0.0132499,0.948685,0.956382,-1.36317,0.213729,1.76431,5164.81,2796.22,6.17634,1.00243
alpha_user_raw[128],-0.23852,0.0135235,0.979644,0.974278,-1.83726,-0.22523,1.34216,5267.08,2521.39,6.29864,1.00281
alpha_user_raw[129],0.431995,0.0135737,0.949281,0.958138,-1.11881,0.430242,2.02761,4949.86,2409.28,5.91928,1.00162
alpha_user_raw[130],0.214924,0.0126857,0.96496,0.948244,-1.39356,0.229623,1.80841,5814.92,2789.94,6.95377,1.00114
alpha_user_raw[131],-0.284124,0.0119951,0.904306,0.911713,-1.79475,-0.283611,1.2294,5667.9,2695.52,6.77796,1.00175
alpha_user_raw[132],-0.246049,0.0133882,0.985077,0.984529,-1.82834,-0.252843,1.375,5486.62,2815.53,6.56116,1.00022
alpha_user_raw[133],0.344263,0.0122225,0.903769,0.932875,-1.11696,0.34502,1.81466,5491.19,2438.25,6.56663,1.00127
alpha_user_raw[134],0.558883,0.0121978,0.950486,0.963955,-0.960374,0.56426,2.13341,6127.3,2517.05,7.32733,1.00007
alpha_user_raw[135],0.175082,0.0127574,0.941597,0.938443,-1.39613,0.176938,1.74242,5479.75,2670.66,6.55296,1.0019
alpha_user_raw[136],-0.714231,0.0118014,0.891024,0.907344,-2.15328,-0.708689,0.754357,5717.15,2730.2,6.83685,1.00182
alpha_user_raw[137],-0.256824,0.0128593,0.978903,0.967714,-1.85562,-0.242095,1.3558,5803.33,2808.97,6.93991,1.00105
alpha_user_raw[138],0.246158,0.0127309,0.970558,0.977099,-1.34547,0.257244,1.83693,5856.51,2701.57,7.0035,1.00101
alpha_user_raw[139],0.49565,0.0119515,0.877178,0.864914,-0.973057,0.494123,1.90988,5387.47,2494.27,6.4426,1.00048
alpha_user_raw[140],0.239669,0.00786043,0.582636,0.579961,-0.698695,0.229586,1.2222,5527.8,2613.44,6.61042,1.00033
alpha_user_raw[141],-0.226984,0.0134642,1.00659,0.991297,-1.87975,-0.222188,1.44127,5650.39,2533.58,6.75701,1.00393
alpha_user_raw[142],-0.379853,0.0121108,0.919283,0.90598,-1.89025,-0.391709,1.1411,5770.84,2813.35,6.90106,1.00046
alpha_user_raw[143],-0.00594146,0.0122385,0.907827,0.92313,-1.48168,-0.00545812,1.44175,5536.18,2596.77,6.62044,1.00063
alpha_user_raw[144],-0.390225,0.0097928,0.738571,0.740047,-1.62027,-0.37582,0.816838,5740.21,2796.35,6.86443,0.999804
alpha_user_raw[145],-0.156611,0.0128319,0.973977,0.980626,-1.73578,-0.152045,1.41566,5791.72,2909.78,6.92602,1.00045
alpha_user_raw[146],0.226168,0.0131504,0.948581,0.934295,-1.34498,0.230407,1.7722,5241.14,3053.91,6.26761,1.00294
alpha_user_raw[147],-0.228217,0.0126539,0.945761,0.957969,-1.77613,-0.232793,1.32363,5625.2,2488.67,6.72689,0.999606
alpha_user_raw[148],0.24266,0.0128255,0.957875,0.961579,-1.30991,0.239996,1.79521,5616.46,2935.04,6.71644,1.00098
alpha_user_raw[149],0.216345,0.0128965,0.971715,0.956216,-1.42326,0.221293,1.82059,5781.74,2768.88,6.91409,1.00082
alpha_user_raw[150],-0.183424,0.0118622,0.944353,0.934069,-1.74885,-0.193628,1.38009,6390.71,2839.18,7.64232,1.00145
alpha_user_raw[151],0.466588,0.0134827,0.953237,0.937426,-1.08376,0.47554,2.03544,5043.45,2793.38,6.03121,1.00177
alpha_user_raw[152],0.760431,0.0138903,0.925005,0.946194,-0.746698,0.752257,2.29363,4554.28,2833.79,5.44623,1.00014
alpha_user_raw[153],-0.36198,0.0135827,0.998702,1.00839,-1.97136,-0.388998,1.31266,5403.58,2788.04,6.46186,1.00013
alpha_user_raw[154],0.0787512,0.0116219,0.878133,0.85313,-1.35452,0.0629603,1.5938,5754.46,2815.58,6.88147,1.00003
alpha_user_raw[155],-0.443266,0.013941,0.984122,0.9476,-2.03942,-0.455795,1.19134,5214.76,2589.66,6.23606,1.00059
