,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
log_lik[42512],-0.603439,0.00261354,0.183081,0.179948,-0.935915,-0.584665,-0.335674,5204.84,2848.44,4.66101,1.00176
log_lik[42513],-0.708173,0.00347838,0.226627,0.230014,-1.11106,-0.684069,-0.380669,4629.33,2638.31,4.14564,1.00047
log_lik[42514],-2.92412,0.00404886,0.274259,0.271076,-3.39389,-2.91594,-2.47986,4643.28,2884.86,4.15813,1.0012
log_lik[42515],-0.180847,0.000945394,0.0693488,0.0606755,-0.307696,-0.169482,-0.0915029,6141.57,2947.01,5.49987,1.00272
log_lik[42516],-0.483145,0.00256035,0.177889,0.168467,-0.808399,-0.459176,-0.234914,5154.27,2676.96,4.61573,1.00091
log_lik[42517],-0.463466,0.00255953,0.172859,0.161895,-0.776767,-0.439688,-0.225611,5121.89,2563.25,4.58673,1.00244
log_lik[42518],-0.696434,0.00313397,0.228442,0.219992,-1.12043,-0.67477,-0.369735,5430.44,2785.33,4.86304,1.00184
log_lik[42519],-0.666408,0.00309085,0.224964,0.222968,-1.06913,-0.642565,-0.338992,5473.91,2552.46,4.90196,1.00042
log_lik[42520],-0.664704,0.00321465,0.224771,0.221221,-1.07824,-0.637757,-0.348567,5182.37,2755.52,4.64089,1.00141
log_lik[42521],-0.338922,0.000945973,0.0700283,0.0688727,-0.462522,-0.332865,-0.234053,5809.95,2723.57,5.2029,0.999898
log_lik[42522],-1.74276,0.00522165,0.367945,0.382258,-2.35964,-1.73245,-1.15765,4883.29,2828.58,4.37306,1.00075
log_lik[42523],-0.186966,0.000384524,0.0298818,0.0292207,-0.239072,-0.185695,-0.139785,6016.1,2745.53,5.38751,1.00154
log_lik[42524],-0.835035,0.0018184,0.130377,0.130197,-1.05842,-0.828313,-0.638192,5254.6,2926.87,4.70557,1.00171
log_lik[42525],-0.241029,0.000536136,0.0379703,0.0380364,-0.306649,-0.238364,-0.182967,5151.37,3009.9,4.61313,1.00247
log_lik[42526],-0.110524,0.000242951,0.0184504,0.0179613,-0.142878,-0.109818,-0.0818747,5768.61,2729.0,5.16588,1.00072
log_lik[42527],-0.568697,0.00300541,0.192542,0.189273,-0.919205,-0.545495,-0.295628,4525.28,2811.61,4.05245,1.00277
log_lik[42528],-0.760665,0.00226989,0.159959,0.157819,-1.04163,-0.750149,-0.51755,5030.92,2759.68,4.50527,1.00083
log_lik[42529],-0.110576,0.000240857,0.0184139,0.0179782,-0.142841,-0.109788,-0.0820976,5877.3,2648.23,5.26321,1.00074
log_lik[42530],-0.41037,0.00173454,0.118477,0.11411,-0.62145,-0.398154,-0.241316,4910.81,2769.26,4.39771,1.00032
log_lik[42531],-0.186982,0.00038282,0.0299603,0.0297076,-0.239489,-0.185828,-0.140078,6097.81,2861.71,5.46068,1.00139
log_lik[42532],-0.841062,0.00351293,0.260738,0.258956,-1.3081,-0.820062,-0.453226,5515.16,2906.54,4.93891,1.00141
log_lik[42533],-0.110529,0.000241761,0.0183878,0.0181165,-0.142644,-0.109755,-0.0817692,5803.36,2580.41,5.197,1.00122
log_lik[42534],-0.224976,0.00140227,0.0964213,0.0865352,-0.401398,-0.209414,-0.0992835,4889.58,2630.92,4.37869,1.00085
log_lik[42535],-0.123606,0.000285121,0.0216734,0.0215882,-0.162149,-0.122255,-0.0907701,5790.63,3022.47,5.18559,1.00047
log_lik[42536],-0.502278,0.00134724,0.105333,0.105286,-0.688019,-0.492851,-0.346568,6310.03,3084.29,5.65073,1.00365
log_lik[42537],-1.2128,0.00468435,0.327241,0.326705,-1.79166,-1.18571,-0.720978,4779.86,3034.11,4.28044,1.00096
log_lik[42538],-1.83676,0.00427717,0.293928,0.292149,-2.32775,-1.83373,-1.35264,4730.25,2748.75,4.23601,1.00136
log_lik[42539],-0.583254,0.00270702,0.181636,0.177365,-0.904618,-0.56405,-0.325178,4774.1,2659.17,4.27528,1.00012
log_lik[42540],-0.186965,0.000380708,0.0298415,0.0293774,-0.238843,-0.185587,-0.139741,6101.62,2895.3,5.46409,1.00135
log_lik[42541],-0.88134,0.00383249,0.255855,0.254111,-1.33918,-0.860873,-0.5034,4584.77,2318.18,4.10573,1.00089
log_lik[42542],-0.187057,0.000383002,0.0298192,0.0291833,-0.239014,-0.185992,-0.140081,6033.73,2875.3,5.4033,1.00142
log_lik[42543],-0.83447,0.00366842,0.248354,0.248938,-1.26485,-0.808731,-0.476317,4765.44,2527.92,4.26752,1.00021
log_lik[42544],-0.0911344,0.000492923,0.0334174,0.0309457,-0.151867,-0.0864302,-0.0458172,4880.85,2684.28,4.37087,0.999679
log_lik[42545],-0.0751006,0.000189593,0.0140101,0.0136805,-0.099362,-0.0742028,-0.0532294,5484.14,2639.08,4.91113,1.0014
log_lik[42546],-0.328814,0.00157225,0.112713,0.105171,-0.537215,-0.312833,-0.173837,5421.72,2802.41,4.85523,1.00324
log_lik[42547],-0.390311,0.0022759,0.153143,0.138991,-0.675621,-0.36456,-0.189131,5102.08,2872.61,4.56899,1.00064
log_lik[42548],-1.07429,0.00417094,0.294147,0.304077,-1.59661,-1.05451,-0.630834,5066.07,2494.1,4.53674,0.999999
log_lik[42549],-0.128519,0.000276332,0.021325,0.0211616,-0.165607,-0.127563,-0.0953111,5938.31,2660.44,5.31785,1.00195
log_lik[42550],-0.719471,0.00357131,0.234252,0.22925,-1.14709,-0.688297,-0.386934,5075.35,2874.73,4.54505,0.999783
log_lik[42551],-0.227383,0.00089407,0.0613704,0.0566751,-0.341076,-0.220532,-0.141189,5143.29,2523.27,4.6059,1.00265
log_lik[42552],-0.0964273,0.000225388,0.017228,0.0170381,-0.126612,-0.0958235,-0.0697788,5860.15,2738.5,5.24786,1.00149
log_lik[42553],-0.629438,0.00267235,0.203496,0.198991,-0.997901,-0.607459,-0.336658,5998.71,2857.65,5.37193,1.0008
log_lik[42554],-0.152281,0.000793357,0.0551386,0.05072,-0.255599,-0.143158,-0.0791097,5248.4,2671.61,4.70002,1.00131
log_lik[42555],-0.311684,0.00154567,0.102651,0.0961284,-0.496895,-0.297902,-0.167117,4666.02,2671.82,4.17849,1.00354
